name,c00_infant_mortality_educ,c00_neonatal_mortality_educ,c00_perinatal_mortality_educ,c00_preterm_birth_educ,c00_sga_educ,c11_class_foreign_born_parents_educ,c11_class_havo_test_educ,c11_class_income_above_75th_educ,c11_class_income_below_25th_educ,c11_class_income_below_50th_educ,c11_class_language_educ,c11_class_math_educ,c11_class_reading_educ,c11_class_size_educ,c11_class_vmbo_gl_test_educ,c11_class_vwo_test_educ,c11_havo_final_educ,c11_havo_test_educ,c11_language_educ,c11_living_space_pp_educ,c11_math_educ,c11_over_advice_educ,c11_reading_educ,c11_under_advice_educ,c11_vmbo_gl_final_educ,c11_vmbo_gl_test_educ,c11_vwo_final_educ,c11_vwo_test_educ,c11_youth_health_costs_educ,c11_youth_protection_educ,c16_havo_income,c16_living_space_pp_income,c16_secondary_class_foreign_born_parents_income,c16_secondary_class_income_above_75th_income,c16_secondary_class_income_below_25th_income,c16_secondary_class_income_below_50th_income,c16_vmbo_gl_income,c16_vwo_income,c16_youth_health_costs_income,c16_youth_protection_income,c21_hbo_followed_income,c21_high_school_attained_income,c21_living_with_parents_income,c21_uni_followed_income,c21_young_parents_income,c30_age_left_parents_income,c30_basic_mhc_income,c30_debt_income,c30_disability_income,c30_employed_income,c30_gifts_received_income,c30_hbo_attained_income,c30_homeowner_income,c30_home_wealth_income,c30_hospital_income,c30_hourly_wage_income,c30_hourly_wage_max_11_income,c30_hourly_wage_max_14_income,c30_household_income_income,c30_household_income_perc_income,c30_hrs_work_pw_income,c30_income_income,c30_income_perc_income,c30_living_space_pp_income,c30_permanent_contract_income,c30_pharma_income,c30_social_assistance_income,c30_specialist_mhc_income,c30_sum_gifts_income,c30_total_health_costs_income,c30_wealth_income,c30_wealth_no_home_income,c30_wo_attained_income
Rotterdam,0.52,0.43,0.37,7.34,14.5,37.95,43.45,19.21,44.16,63.82,56.23,40.82,64.55,24.0,68.38,17.42,42.29,43.72,55.47,28.1,39.91,12.53,64.16,8.91,68.69,68.92,17.33,17.26,766.0,1.56,38.81,29.9,37.45,21.27,41.2,60.55,82.86,17.09,968.0,2.66,42.86,75.09,75.44,14.72,0.99,22.6,8.01,16135.0,3.38,77.45,2.14,32.54,53.41,17501.0,55.66,19.62,8.05,24.18,79040.842,43.26,30.6,42420.058,44.84,39.9,66.64,65.9,7.24,6.18,1784.0,1251.0,56039.0,38538.0,12.06
Schagen,0.58,0.52,0.4,6.34,8.4,2.26,48.77,23.6,18.33,46.39,54.12,46.66,74.65,25.0,74.22,19.66,43.84,48.71,52.93,37.1,45.79,8.49,74.63,14.22,73.61,74.75,14.66,19.36,608.0,0.91,41.35,40.0,3.15,22.2,18.45,47.52,85.88,15.17,920.0,1.32,49.77,85.67,75.78,13.09,,23.4,7.05,12241.0,2.09,88.45,7.77,42.67,76.6,41967.0,48.71,21.23,4.91,16.19,93814.069,52.7,31.1,48971.113,51.87,48.1,72.48,53.06,1.33,4.63,6481.0,1037.0,205387.0,163420.0,15.58
Scherpenzeel,0.86,,,7.41,9.74,0.95,50.83,15.85,19.63,49.54,55.5,46.26,76.52,25.0,77.06,23.42,49.57,51.01,53.74,20.2,44.32,11.04,77.01,9.68,78.23,76.85,17.67,21.8,457.0,,44.7,22.3,3.59,19.02,21.89,53.52,87.07,15.89,843.0,,48.02,87.96,80.79,11.74,,23.6,8.12,9594.0,2.54,87.31,5.58,39.59,80.27,44702.0,46.7,21.46,3.53,14.11,93786.411,54.03,29.9,49415.691,51.79,40.4,74.07,57.36,,5.92,3628.0,824.0,127703.0,83001.0,12.18
Schiedam,0.46,0.36,0.29,7.23,13.94,27.83,42.02,18.79,35.9,59.24,53.94,40.85,65.32,28.0,67.04,16.13,40.53,42.23,52.36,29.5,40.12,10.46,64.37,8.13,65.49,67.41,15.27,16.14,663.0,1.05,41.68,31.0,30.55,19.72,36.26,58.3,84.02,15.69,992.0,2.39,46.26,80.64,81.86,15.66,0.97,23.4,8.09,15516.0,3.14,83.14,2.95,37.4,65.89,20699.0,52.11,20.35,6.86,21.13,86517.245,48.43,31.3,45917.674,48.65,41.9,69.24,64.04,3.51,5.44,2142.0,964.0,52278.0,31579.0,14.3
Schouwen-Duiveland,0.74,0.62,0.5,4.8,10.3,1.22,51.15,18.19,22.73,53.57,60.47,46.26,76.5,18.0,76.6,19.91,45.63,50.08,59.37,32.3,44.46,11.19,75.91,16.01,74.6,76.32,14.37,18.96,611.0,1.05,39.7,34.7,1.5,19.77,21.53,51.31,85.67,14.06,981.0,0.62,47.57,83.44,68.64,13.5,0.65,23.2,6.93,14684.0,2.16,89.13,5.1,40.1,77.98,29240.0,49.36,20.99,4.85,18.44,90406.856,51.65,31.4,49145.422,51.87,45.9,74.8,60.01,1.28,4.71,3954.0,1211.0,95646.0,66406.0,14.25
Sint-Michielsgestel,0.63,0.49,0.49,6.88,10.16,1.65,52.16,34.43,14.13,38.62,60.53,54.55,70.58,26.0,77.67,20.64,53.47,52.39,59.83,40.0,53.37,12.82,70.71,6.87,79.28,77.7,22.77,21.06,701.0,,56.02,44.3,3.76,34.52,16.36,38.69,91.9,28.36,1100.0,0.75,60.49,88.15,71.36,24.57,,23.9,7.89,10963.0,2.44,89.18,12.35,46.21,76.91,53728.0,52.26,21.69,5.04,15.63,96870.18,55.56,31.6,51773.238,55.07,50.3,74.0,58.07,0.67,5.01,13000.0,984.0,134449.0,80721.0,18.46
Sittard-Geleen,0.47,0.34,0.27,7.84,13.67,7.72,52.46,22.86,27.22,51.62,58.66,47.97,75.07,25.0,76.43,21.37,51.17,52.8,56.96,39.0,46.72,15.23,74.58,12.27,75.7,76.51,25.86,21.26,775.0,1.36,49.0,41.8,6.4,24.81,24.53,48.77,82.23,21.37,1034.0,2.51,56.0,79.14,68.66,21.11,0.94,23.1,9.44,12229.0,5.53,80.73,5.08,43.8,67.62,23613.0,52.89,20.34,7.1,22.58,84370.852,47.03,31.5,45182.24,47.93,54.4,70.41,63.5,3.64,7.49,3399.0,1267.0,65144.0,41531.0,17.56
Sliedrecht,0.58,0.58,0.55,6.34,8.65,7.12,53.49,18.03,18.56,48.93,65.46,48.58,74.79,25.0,77.93,21.16,51.27,53.73,64.6,28.7,47.32,10.29,75.06,10.81,77.6,78.53,17.9,20.75,576.0,1.01,44.6,30.5,5.87,22.05,18.45,47.29,86.3,16.79,1108.0,1.18,46.94,83.35,84.07,13.27,,23.7,7.15,10301.0,2.97,85.78,3.35,34.07,75.94,23470.0,51.41,21.36,3.82,13.31,89396.541,51.89,31.0,46915.342,49.51,40.5,78.03,61.9,1.37,4.94,3176.0,958.0,100106.0,76636.0,10.42
Smallingerland,0.41,0.37,0.35,6.59,9.82,3.35,48.83,15.87,31.36,63.08,58.68,44.65,74.36,22.0,74.3,19.71,44.51,48.16,57.51,39.8,43.1,8.74,73.37,13.83,67.38,73.36,15.95,18.61,610.0,0.83,39.99,43.1,2.87,16.33,28.06,60.04,84.57,16.55,1012.0,1.51,51.27,81.55,66.99,14.7,1.04,22.6,8.52,13799.0,2.28,83.92,4.05,45.24,67.9,22246.0,51.35,19.69,6.48,22.2,80602.605,44.9,29.7,42631.89,45.64,50.7,71.36,59.77,3.92,6.43,2458.0,1028.0,67151.0,44905.0,15.43
Soest,0.55,0.41,0.3,5.94,10.5,8.56,55.61,38.65,19.88,38.97,66.13,48.72,79.73,25.0,81.76,24.47,54.93,56.49,64.84,35.7,48.13,13.77,79.55,7.17,86.11,82.4,25.5,24.2,658.0,1.09,54.98,37.4,8.7,39.59,18.02,37.69,89.04,26.64,1272.0,1.21,61.4,84.3,68.54,22.8,0.39,22.7,8.55,11641.0,2.81,86.67,8.07,45.02,67.08,46366.0,50.55,21.5,4.71,17.08,93616.657,52.48,31.3,49538.09,51.59,43.1,68.64,57.39,1.53,5.48,5051.0,867.0,124905.0,78539.0,19.16
Stadskanaal,0.5,,,8.39,10.62,2.79,42.1,9.47,35.13,66.93,54.33,39.15,66.76,22.0,70.53,16.03,40.02,42.58,53.5,32.3,37.45,9.48,65.43,17.42,65.4,70.48,14.47,14.76,753.0,1.22,31.16,34.0,1.82,11.5,32.63,65.02,78.61,9.93,976.0,1.79,41.75,78.47,66.43,8.84,0.96,23.1,6.92,14251.0,2.84,84.83,3.29,38.54,72.26,16728.0,51.03,19.54,7.86,24.39,78931.434,43.74,30.3,42612.975,45.48,48.6,70.56,62.63,2.96,4.29,1875.0,1175.0,56263.0,39536.0,12.38
Staphorst,0.82,0.65,0.61,4.27,6.93,0.47,54.76,8.19,33.25,73.23,58.75,51.47,70.74,22.0,78.44,24.85,45.78,54.35,58.38,42.6,49.88,5.19,70.5,24.79,69.68,78.47,12.75,23.5,537.0,,34.99,45.7,0.97,12.14,27.32,63.78,87.03,11.52,962.0,0.73,43.77,89.46,82.46,8.92,,24.9,3.05,6535.0,0.91,92.35,9.05,30.62,84.98,68136.0,43.79,19.57,4.23,15.39,92874.243,51.48,30.1,44390.138,48.31,56.6,78.97,51.19,,1.73,5478.0,582.0,197602.0,129466.0,7.24
Steenwijkerland,0.72,0.66,0.48,7.35,9.11,1.83,45.29,14.72,25.39,59.08,51.84,41.65,65.09,18.0,68.73,16.74,43.1,45.94,51.53,37.2,41.05,12.76,65.26,16.05,68.03,69.93,15.21,16.92,657.0,1.13,37.67,40.0,2.36,17.24,25.28,56.4,85.44,14.23,800.0,1.74,49.65,83.82,66.94,13.27,0.52,23.1,5.79,14603.0,2.18,86.88,4.7,38.24,71.37,26594.0,48.26,19.56,6.15,23.26,85383.282,47.56,30.8,44298.509,47.71,49.9,72.64,57.82,2.14,3.44,2490.0,893.0,75790.0,49196.0,14.55
Stichtse Vecht,0.7,0.6,0.46,6.24,10.34,5.64,53.56,39.88,15.4,36.63,59.12,49.0,76.94,24.0,77.41,23.56,56.53,53.43,58.5,34.3,47.76,15.18,77.27,8.55,79.7,77.5,27.96,23.42,766.0,0.42,56.83,36.6,8.24,39.33,17.72,37.95,89.29,27.96,1168.0,0.84,59.62,85.78,71.44,24.0,0.35,23.7,7.69,14839.0,3.0,87.57,7.19,47.16,69.27,44465.0,50.32,21.91,4.21,15.92,96646.607,54.45,31.9,51570.706,54.02,43.7,70.46,58.09,1.94,5.33,5590.0,1017.0,116981.0,72516.0,20.04
Súdwest-Fryslân,0.45,0.38,0.33,6.82,8.01,1.45,46.96,17.11,25.81,57.65,54.19,45.64,67.08,21.0,71.92,19.21,47.48,47.1,53.6,47.0,45.0,10.92,67.49,14.1,73.28,72.5,18.98,18.9,543.0,0.86,42.2,50.5,1.5,18.14,24.03,55.99,85.82,16.96,839.0,1.17,53.01,85.67,62.25,14.12,0.66,22.6,6.3,12675.0,1.57,86.42,4.91,44.9,71.28,23490.0,46.65,19.57,5.55,22.15,81048.775,45.58,30.0,42758.245,46.18,53.9,71.07,54.02,3.3,4.96,4476.0,859.0,86351.0,62861.0,13.82
Teylingen,0.51,0.44,0.44,5.75,8.01,4.18,53.68,39.61,11.41,32.41,60.46,50.36,76.37,26.0,78.46,23.46,54.72,54.38,59.99,32.5,50.15,13.0,77.0,9.64,83.63,79.37,24.41,23.87,584.0,,59.89,34.7,3.83,38.3,12.35,33.87,91.57,29.34,790.0,0.84,65.51,87.82,75.31,25.84,,23.7,7.73,13701.0,2.19,90.24,8.83,52.58,73.03,49214.0,49.56,22.49,3.98,12.57,102558.985,57.47,31.8,53639.9,56.4,43.8,74.15,56.2,1.15,4.55,5613.0,824.0,134693.0,85480.0,23.25
Tholen,0.49,0.41,,5.11,9.55,2.61,51.59,13.68,26.41,59.96,63.6,46.93,74.2,22.0,76.99,19.05,40.25,50.71,62.66,32.5,45.64,7.84,73.3,18.98,67.98,76.91,9.08,18.74,625.0,1.2,37.05,34.2,6.43,17.36,25.24,56.18,88.0,10.77,901.0,0.99,40.47,85.85,77.09,8.76,0.94,23.5,5.89,12609.0,3.34,87.11,2.81,30.3,78.89,25137.0,49.74,20.15,4.76,18.64,87266.355,49.92,30.9,45619.443,49.11,44.6,74.88,61.52,1.31,4.78,2469.0,1314.0,110684.0,85547.0,9.16
Tiel,0.29,,,6.53,12.73,16.57,42.57,19.34,27.27,56.05,53.88,37.37,64.91,23.0,69.02,15.3,36.75,42.95,52.35,31.4,35.31,11.24,63.98,12.37,66.16,69.42,13.92,15.4,841.0,0.96,41.15,33.7,15.24,22.2,25.69,53.32,83.69,15.2,1018.0,0.98,47.88,78.41,76.89,13.52,0.68,23.1,8.27,14797.0,2.84,84.11,3.83,39.39,64.2,24530.0,51.59,20.36,5.33,20.6,87514.328,48.98,31.3,46742.384,49.58,44.4,71.22,60.96,2.89,5.63,2071.0,1062.0,66966.0,42435.0,16.28
Tilburg,0.45,0.39,0.33,7.52,14.72,16.16,42.36,22.39,28.11,51.71,52.56,40.94,64.96,25.0,69.66,15.91,46.05,42.37,51.83,34.9,40.01,16.56,64.83,9.4,75.37,69.98,19.73,15.82,760.0,1.0,43.74,36.4,14.42,24.3,25.7,50.12,84.94,18.26,924.0,1.49,52.42,80.27,74.75,17.11,0.65,23.1,8.49,15032.0,3.61,83.71,4.16,39.8,66.36,23979.0,52.65,19.96,6.04,22.13,85509.167,47.65,31.2,45317.538,48.05,46.0,70.59,61.04,4.31,6.21,2469.0,1092.0,69680.0,45700.0,15.49
Tubbergen,0.74,0.74,0.74,7.37,7.82,0.55,47.38,20.48,17.64,50.78,52.76,43.66,67.63,26.0,73.43,17.79,48.72,48.3,52.18,53.2,43.67,11.38,67.64,11.83,74.4,74.33,18.16,18.25,568.0,,47.58,53.3,3.92,20.27,20.77,52.53,87.15,17.81,1146.0,,57.32,91.8,85.49,15.22,,24.7,3.82,9126.0,1.73,92.97,12.06,49.96,80.82,62796.0,51.0,21.21,2.96,13.27,97637.997,56.94,31.3,49231.056,53.47,55.8,75.92,60.62,,2.43,9678.0,908.0,186824.0,124028.0,17.87
Twenterand,0.62,0.53,0.5,6.77,10.05,1.48,48.41,9.7,30.1,67.38,56.59,44.78,67.7,23.0,72.3,18.72,42.91,49.49,56.85,36.2,44.77,7.62,69.07,20.41,64.56,74.03,15.67,18.72,983.0,0.77,32.57,38.0,2.11,12.75,28.73,63.29,82.29,11.55,1118.0,1.27,44.71,85.45,80.28,9.65,,24.3,6.04,12092.0,3.14,87.09,5.32,33.5,77.15,29339.0,49.77,19.53,6.46,21.66,84738.402,48.09,30.6,43303.385,46.54,47.6,73.2,58.91,2.01,4.61,3366.0,1050.0,86755.0,57416.0,9.94
Tynaarlo,0.61,0.53,0.42,6.46,8.26,1.22,57.09,37.17,14.91,35.36,61.19,51.92,76.97,22.0,79.23,25.49,60.86,58.72,61.1,39.4,51.59,12.72,77.04,8.53,83.97,80.92,30.19,26.6,576.0,0.95,56.36,44.9,3.36,34.24,18.39,40.03,90.43,29.29,1130.0,0.62,62.22,87.37,52.43,24.48,,22.1,8.36,12271.0,1.85,86.51,7.22,57.31,72.02,35382.0,50.27,21.42,4.99,18.3,90180.74,51.0,30.9,48454.874,51.7,48.8,70.58,56.18,2.69,5.61,4642.0,929.0,87538.0,52157.0,24.78
Tytsjerksteradiel,0.49,0.49,0.41,6.79,9.43,1.08,46.36,16.48,23.48,54.64,54.43,43.97,71.41,20.0,75.15,17.41,47.94,46.86,53.81,39.6,43.74,12.18,71.65,13.97,76.17,76.27,17.54,17.37,573.0,,42.53,41.8,2.19,16.06,26.05,57.43,87.54,17.36,940.0,,52.74,85.56,73.01,13.05,,23.2,6.81,12511.0,1.31,88.34,4.54,45.43,75.05,25726.0,48.01,20.15,5.31,17.34,85373.927,48.19,30.4,46103.407,49.37,51.8,71.61,55.83,2.27,5.2,2737.0,903.0,83623.0,57897.0,15.8
Uitgeest,0.85,,,5.59,8.07,1.24,51.67,34.46,12.44,35.51,65.54,44.54,75.72,28.0,81.29,21.04,53.79,52.92,65.38,36.0,44.68,10.46,75.82,12.31,83.94,82.15,21.06,21.85,730.0,,54.97,38.9,3.58,35.66,13.43,33.94,92.0,19.66,1392.0,,55.01,85.29,82.52,18.44,,23.7,4.63,7005.0,,90.57,7.55,47.86,75.44,61393.0,46.31,22.12,3.79,14.97,99532.19,56.52,31.9,54142.711,56.71,45.8,73.05,52.66,,3.95,6549.0,671.0,146664.0,85271.0,19.73
Urk,0.66,0.56,0.56,5.81,8.41,0.85,43.71,6.27,27.13,70.0,54.8,41.49,70.39,24.0,70.54,15.17,39.13,43.43,54.31,24.3,41.47,6.23,70.64,21.96,64.17,70.99,9.03,14.73,530.0,,28.13,25.7,1.42,9.26,28.83,66.73,84.33,7.5,775.0,0.71,30.8,82.8,83.25,5.81,1.64,24.0,2.65,8660.0,2.26,85.0,2.13,19.65,89.53,55884.0,44.73,19.07,7.71,26.22,87577.408,50.04,27.8,42181.072,44.46,36.8,71.57,56.24,,2.26,1618.0,693.0,139732.0,83848.0,4.59
Utrecht,0.51,0.44,0.4,5.98,11.57,24.84,52.25,37.3,28.26,44.15,56.7,48.19,73.83,24.0,75.49,21.67,56.88,52.8,55.61,29.2,47.16,14.47,73.4,8.71,77.2,76.02,30.02,21.85,691.0,0.89,53.01,31.2,25.14,34.45,28.5,46.43,85.66,27.08,980.0,1.36,54.5,79.69,71.93,24.45,0.46,22.5,9.77,12984.0,5.44,76.09,4.38,36.4,50.49,33560.0,54.32,20.2,7.23,22.53,82766.899,44.62,30.3,42982.712,44.66,39.1,68.6,64.13,6.46,6.9,2850.0,1175.0,81935.0,48375.0,17.09
Utrechtse Heuvelrug,0.52,0.43,0.31,6.41,10.68,4.67,58.12,45.54,15.85,32.81,60.63,53.6,80.87,25.0,80.59,24.78,63.54,59.34,59.98,36.1,53.07,18.0,80.11,5.76,85.88,81.12,34.6,25.63,764.0,1.46,60.83,37.8,6.09,43.09,16.18,34.39,90.71,32.95,1178.0,1.44,63.38,86.95,59.11,29.37,0.42,22.6,7.85,14052.0,2.71,86.7,7.73,45.72,69.18,51777.0,48.19,21.96,4.15,15.11,96326.941,53.65,31.6,50890.468,53.34,44.5,71.29,56.75,1.43,5.69,6454.0,926.0,189533.0,137756.0,22.02
Valkenswaard,0.66,0.66,0.62,8.37,11.96,3.34,50.55,24.79,18.88,45.58,60.26,45.89,73.56,25.0,73.57,20.9,46.25,50.67,59.51,37.3,44.46,9.62,73.98,12.7,71.51,74.81,18.59,20.98,733.0,,44.35,40.7,2.68,28.11,17.79,43.1,85.58,16.65,780.0,1.03,54.71,84.17,75.04,16.87,,23.7,6.17,12038.0,2.42,88.3,7.12,45.33,70.93,35547.0,52.51,21.05,5.14,17.04,100414.315,52.36,31.3,49681.455,51.79,51.5,73.14,60.9,1.34,4.83,5596.0,986.0,122376.0,86829.0,17.1
Veendam,0.55,0.46,,8.94,12.31,4.74,42.64,12.84,31.47,61.76,51.6,39.21,67.98,22.0,71.19,15.6,43.78,41.46,50.9,35.9,37.06,11.94,66.31,12.62,67.92,70.68,15.9,15.44,755.0,1.28,36.03,38.7,4.19,14.38,27.82,59.61,82.78,13.56,1032.0,1.59,42.53,78.61,65.1,13.38,1.31,22.9,7.57,15714.0,3.17,81.01,3.66,38.46,68.85,10820.0,49.76,18.95,7.88,25.91,78036.678,42.97,30.1,41427.622,44.32,49.6,67.35,61.66,4.58,5.49,2324.0,1376.0,48817.0,37996.0,14.22
Veenendaal,0.54,0.41,0.36,5.94,9.78,12.25,47.39,18.97,24.56,52.06,54.53,46.12,72.76,25.0,73.98,18.59,46.6,48.18,53.93,28.6,45.34,12.11,72.75,14.03,77.37,74.78,18.98,19.13,622.0,0.96,44.11,31.2,9.04,21.89,22.71,49.48,87.34,15.48,878.0,1.09,51.22,84.33,77.64,15.0,0.46,23.4,7.06,14201.0,2.86,87.17,3.19,42.36,72.75,27977.0,47.72,21.18,4.15,15.64,92006.941,52.39,30.8,48203.367,51.14,41.4,71.78,59.37,1.91,5.05,2016.0,978.0,100520.0,72543.0,15.4
Veere,0.79,,,7.18,8.41,1.14,56.8,16.25,23.22,56.06,62.83,52.86,81.08,18.0,78.92,23.31,50.36,57.93,62.07,33.9,53.37,7.11,81.41,16.97,73.57,79.95,15.6,22.41,708.0,,47.37,37.0,3.05,20.77,22.88,51.45,89.88,15.46,730.0,0.96,54.24,89.12,67.72,16.07,,22.9,4.74,10518.0,2.26,90.09,8.75,47.52,81.41,41008.0,47.23,21.16,2.89,15.32,92346.247,53.2,30.2,48721.033,51.99,45.9,77.32,55.9,0.87,3.43,6083.0,921.0,129084.0,88076.0,17.71
Veldhoven,0.42,0.31,0.29,6.44,11.73,4.66,57.77,33.5,16.62,39.34,63.83,51.3,76.62,26.0,82.26,25.07,49.15,57.87,63.59,38.0,50.48,6.26,76.69,15.29,79.39,82.81,19.09,25.3,675.0,1.24,51.9,40.1,6.65,31.36,17.46,42.15,88.81,22.46,1049.0,0.95,57.47,85.85,77.34,19.28,,23.6,7.29,13661.0,2.72,88.93,7.29,49.49,73.67,43316.0,52.92,21.03,4.33,17.46,93909.332,53.26,31.5,50281.363,53.68,50.1,74.15,59.6,1.54,5.97,4744.0,992.0,111285.0,67969.0,18.71
Velsen,0.47,0.41,0.36,6.22,10.83,6.21,45.87,29.24,18.83,41.18,56.63,41.85,72.16,25.0,72.37,15.35,44.41,45.5,55.35,30.4,40.03,14.55,72.15,10.68,71.49,72.45,19.07,14.86,678.0,1.46,46.6,32.4,6.39,30.68,17.79,40.19,86.69,22.68,961.0,1.67,49.6,80.63,80.34,17.76,0.43,23.0,7.1,12671.0,2.66,87.94,4.29,39.14,67.03,42601.0,48.48,21.09,5.12,16.62,91704.994,51.54,31.5,49675.698,52.73,43.1,71.15,58.3,1.7,5.76,2587.0,904.0,103358.0,60757.0,14.91
Venlo,0.51,0.47,0.41,7.22,12.39,14.08,43.92,16.28,31.04,58.58,52.83,41.67,64.04,27.0,70.83,16.69,41.84,43.63,51.74,37.1,40.63,13.81,63.39,16.39,68.16,70.47,16.75,16.67,634.0,1.6,39.28,40.9,13.1,17.77,28.91,57.85,81.44,18.25,1181.0,2.41,47.91,79.33,74.91,14.36,0.45,23.2,7.18,12138.0,3.28,85.57,4.16,41.01,71.31,26155.0,52.34,19.84,6.96,24.48,85314.255,47.73,31.2,44840.44,47.64,51.4,70.37,60.43,2.94,5.58,4061.0,1003.0,66225.0,40070.0,16.08
Venray,0.43,0.43,0.32,5.93,11.69,9.54,50.61,18.98,22.21,53.26,62.18,50.98,76.32,26.0,77.56,20.94,46.86,51.67,62.02,41.4,50.15,7.74,76.71,16.77,70.11,78.02,16.09,21.42,802.0,1.36,44.41,46.2,9.19,20.75,22.23,52.27,85.04,19.77,1107.0,1.53,53.87,84.73,74.55,16.76,0.49,23.2,5.72,13284.0,1.79,89.24,6.41,49.31,71.84,32813.0,49.18,20.94,5.68,17.85,92044.163,52.91,31.4,48809.478,52.47,51.0,71.81,57.55,1.65,4.26,3768.0,865.0,110083.0,77270.0,18.77
Vijfheerenlanden,0.46,0.29,0.24,6.6,10.17,7.76,44.93,19.72,22.7,51.05,52.11,41.7,67.34,24.0,71.69,16.45,45.14,45.27,51.55,31.6,40.64,14.58,67.23,11.17,73.34,72.87,18.52,16.42,643.0,1.15,39.74,33.5,9.64,20.99,22.92,51.09,84.16,16.53,1028.0,1.31,45.99,83.6,80.45,13.7,0.52,24.0,6.93,11968.0,3.15,87.6,4.83,36.55,72.58,34406.0,47.39,20.56,4.47,17.48,90206.531,52.15,31.1,48125.375,51.41,42.7,73.75,58.19,1.3,4.22,3260.0,1018.0,108184.0,73778.0,12.68
Vlaardingen,0.45,0.4,0.36,7.12,13.52,21.02,42.99,19.38,32.5,56.68,54.82,42.29,68.58,24.0,67.76,16.79,42.72,42.9,54.21,30.1,40.84,14.48,68.54,7.14,68.47,68.4,16.94,16.45,860.0,1.1,43.03,30.9,22.13,22.0,30.53,53.08,84.27,16.66,1071.0,2.12,47.09,81.51,83.2,15.52,0.68,23.6,7.15,13892.0,2.65,86.34,2.89,39.55,69.93,22395.0,52.57,20.81,5.02,17.78,90441.935,51.51,31.6,48870.283,52.13,42.5,72.45,61.42,2.4,4.87,1449.0,1081.0,61251.0,38855.0,14.15
Vlissingen,0.53,0.41,,6.79,13.49,10.74,51.92,18.23,28.04,55.32,61.64,47.67,75.23,25.0,74.81,21.85,47.51,51.44,60.18,31.7,44.81,10.89,74.34,11.18,77.18,74.28,17.1,21.55,581.0,1.43,44.22,34.1,9.37,20.18,26.68,52.36,84.81,15.14,939.0,2.41,46.11,78.53,65.07,11.85,1.3,22.3,7.5,16178.0,2.94,83.3,2.34,39.67,66.24,10330.0,50.32,20.02,6.0,21.18,81161.941,45.59,30.3,44570.408,47.48,44.4,72.93,59.1,5.5,5.58,1014.0,1185.0,39084.0,28754.0,13.34
Voorne aan Zee,0.41,0.35,0.3,7.06,11.59,4.1,45.72,33.2,16.33,37.82,55.28,42.51,71.56,23.0,72.01,17.29,44.96,46.27,54.52,34.0,41.84,15.92,71.17,9.66,74.89,72.46,17.21,17.19,770.0,1.02,47.09,36.5,4.7,33.29,16.73,37.99,85.78,19.98,1025.0,1.48,48.07,84.13,74.06,15.02,0.66,23.2,7.32,14899.0,2.46,86.87,4.64,39.15,73.14,22693.0,52.56,21.87,5.96,16.92,95461.852,54.89,31.5,51533.936,53.96,46.2,72.02,60.25,2.16,5.46,2815.0,1133.0,72943.0,50250.0,13.65
Vught,0.39,,,6.13,11.91,2.24,50.8,43.76,13.76,31.56,57.12,52.41,71.0,25.0,76.87,19.48,59.22,53.12,56.81,41.1,52.69,20.2,71.21,5.38,84.02,78.39,26.96,20.28,684.0,,58.83,44.7,4.43,38.55,16.47,36.66,89.56,35.22,1033.0,0.94,65.67,86.45,62.22,31.29,,23.0,8.02,14189.0,2.78,89.33,8.95,53.48,66.91,46049.0,53.61,22.13,4.46,15.13,101194.79,55.91,31.9,52973.853,55.55,48.4,70.3,58.71,,5.1,7026.0,1149.0,122384.0,76335.0,25.05
Waadhoeke,0.44,0.42,0.42,6.76,9.19,1.46,46.26,14.28,25.41,58.73,54.11,43.42,70.68,20.0,73.09,18.01,45.42,47.1,53.72,43.9,42.88,9.89,70.51,14.28,70.16,74.24,18.13,18.34,734.0,1.44,40.23,48.1,2.68,15.43,25.85,57.52,85.22,12.94,823.0,1.31,49.82,84.56,67.53,11.21,0.55,22.6,6.94,15891.0,1.99,87.5,5.02,45.0,75.36,11797.0,49.55,20.03,4.93,19.32,82604.879,46.74,30.4,43996.323,47.8,54.3,71.95,57.06,2.56,5.15,3028.0,852.0,64760.0,52963.0,14.15
Waalwijk,0.79,0.76,0.64,8.0,13.67,5.88,46.96,24.51,19.98,49.75,55.45,45.51,69.56,24.0,73.51,17.31,43.43,47.27,55.06,35.4,45.69,10.96,70.25,11.35,77.02,75.33,17.06,17.8,766.0,0.77,44.72,38.1,5.08,24.21,19.52,48.79,86.7,18.44,1005.0,0.96,51.6,82.69,76.86,17.09,0.72,23.9,7.1,13558.0,3.28,88.08,5.94,40.73,72.0,28110.0,51.02,20.4,5.66,20.01,88363.498,50.15,31.6,47558.859,50.54,49.1,73.95,61.2,1.74,5.21,4363.0,1072.0,82224.0,54114.0,16.51
Waddinxveen,0.56,0.49,0.38,6.28,7.61,6.93,41.5,23.06,21.05,46.14,50.22,39.5,70.01,26.0,69.14,16.26,44.14,42.29,49.31,26.5,38.16,14.18,69.31,7.18,68.11,69.7,20.53,16.82,598.0,,45.84,28.4,8.38,23.6,20.37,47.29,86.96,18.01,925.0,1.7,52.61,84.94,77.88,19.09,,23.6,6.8,14215.0,1.83,89.07,5.2,47.46,73.7,33082.0,48.88,22.22,4.55,14.22,96707.649,54.97,31.4,51741.428,54.66,42.6,75.82,60.82,1.24,4.55,3564.0,965.0,93925.0,60844.0,18.85
